Account Balance,Rent per period,Gas,Food per period,Subscriptions per week,Entertainment per period,Savings percent,Emergency Fund,Business Invest,Retirement Allocation,Stocks invest,Personal Spending
700,450.0,40,175.0,37.0,50,0.1,500,0.3,0.05,0.5,0.05
